,series,nameLocKey,instanceName,cores,category,ram,tier,hasPayGo,isInPreview,diskSize,type,hasSpot,isVcpu,isConstrainedCore,isBaseVm,activeCores,productId,nvMeDisk,gpu,fpga,pmem
227,esv3,e16-4s-v3,E16-4s v3,16,memoryoptimized,128.0,standard,True,False,256.0,linux,True,True,True,True,4.0,,,,,
228,esv4,e16-4s-v4,E16-4s v4,16,memoryoptimized,128.0,standard,True,False,0.0,linux,True,True,True,True,4.0,,,,,
229,esv5,e16-4sv5,E16-4s v5,16,memoryoptimized,128.0,standard,True,False,0.0,linux,True,True,True,True,4.0,,,,,
230,eadsv5,e16-8adsv5,E16-8ads v5,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,True,True,8.0,,,,,
231,easv4,e16-8as-v4,E16-8as v4,16,memoryoptimized,128.0,standard,True,False,256.0,linux,True,True,True,True,8.0,,,,,
232,easv5,e16-8asv5,E16-8as v5,16,memoryoptimized,128.0,standard,True,False,,linux,True,True,True,True,8.0,,,,,
233,edsv4,e16-8ds-v4,E16-8ds v4,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,True,True,8.0,,,,,
234,edsv5,e16-8dsv5,E16-8ds v5,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,True,True,8.0,,,,,
235,esv3,e16-8s-v3,E16-8s v3,16,memoryoptimized,128.0,standard,True,False,256.0,linux,True,True,True,True,8.0,,,,,
236,esv4,e16-8s-v4,E16-8s v4,16,memoryoptimized,128.0,standard,True,False,0.0,linux,True,True,True,True,8.0,,,,,
237,esv5,e16-8sv5,E16-8s v5,16,memoryoptimized,128.0,standard,True,False,0.0,linux,True,True,True,True,8.0,,,,,
238,eadsv5,e16adsv5,E16ads v5,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
239,easv4,e16asv4,E16as v4,16,memoryoptimized,128.0,standard,True,False,256.0,linux,True,True,False,True,,,,,,
240,easv5,e16asv5,E16as v5,16,memoryoptimized,128.0,standard,True,False,,linux,True,True,False,True,,,,,,
241,eav4,e16av4,E16a v4,16,memoryoptimized,128.0,standard,True,False,400.0,linux,True,True,False,True,,,,,,
242,ebdsv5,e16bdsv5,E16bds v5,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
243,ebsv5,e16bsv5,E16bs v5,16,memoryoptimized,128.0,standard,True,False,,linux,True,True,False,True,,,,,,
244,edsv4,e16dsv4,E16ds v4,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
245,edsv5,e16dsv5,E16ds v5,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
246,edv4,e16dv4,E16d v4,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
247,edv5,e16dv5,E16d v5,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
248,epdsv5,e16pdsv5,E16pds v5,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
249,epsv5,e16psv5,E16ps v5,16,memoryoptimized,128.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
250,esv3,e16sv3,E16s v3,16,memoryoptimized,128.0,standard,True,False,256.0,linux,True,True,False,True,,,,,,
251,esv4,e16sv4,E16s v4,16,memoryoptimized,128.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
252,esv5,e16sv5,E16s v5,16,memoryoptimized,128.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
253,ev3,e16v3,E16 v3,16,memoryoptimized,128.0,standard,True,False,400.0,linux,True,True,False,True,,,,,,
254,ev4,e16v4,E16 v4,16,memoryoptimized,128.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
255,ev5,e16v5,E16 v5,16,memoryoptimized,128.0,standard,True,False,,linux,True,True,False,True,,,,,,
256,eadsv5,e20adsv5,E20ads v5,20,memoryoptimized,160.0,standard,True,False,750.0,linux,True,True,False,True,,,,,,
257,easv4,e20asv4,E20as v4,20,memoryoptimized,160.0,standard,True,False,320.0,linux,True,True,False,True,,,,,,
258,easv5,e20asv5,E20as v5,20,memoryoptimized,160.0,standard,True,False,,linux,True,True,False,True,,,,,,
259,eav4,e20av4,E20a v4,20,memoryoptimized,160.0,standard,True,False,500.0,linux,True,True,False,True,,,,,,
260,edsv4,e20dsv4,E20ds v4,20,memoryoptimized,160.0,standard,True,False,750.0,linux,True,True,False,True,,,,,,
261,edsv5,e20dsv5,E20ds v5,20,memoryoptimized,160.0,standard,True,False,750.0,linux,True,True,False,True,,,,,,
262,edv4,e20dv4,E20d v4,20,memoryoptimized,160.0,standard,True,False,750.0,linux,True,True,False,True,,,,,,
263,edv5,e20dv5,E20d v5,20,memoryoptimized,160.0,standard,True,False,750.0,linux,True,True,False,True,,,,,,
264,epdsv5,e20pdsv5,E20pds v5,20,memoryoptimized,160.0,standard,True,False,750.0,linux,True,True,False,True,,,,,,
265,epsv5,e20psv5,E20ps v5,20,memoryoptimized,160.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
266,esv3,e20sv3,E20s v3,20,memoryoptimized,160.0,standard,True,False,320.0,linux,True,True,False,True,,,,,,
267,esv4,e20sv4,E20s v4,20,memoryoptimized,160.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
268,esv5,e20sv5,E20s v5,20,memoryoptimized,160.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
269,ev3,e20v3,E20 v3,20,memoryoptimized,160.0,standard,True,False,500.0,linux,True,True,False,True,,,,,,
270,ev5,e20v5,E20 v5,20,memoryoptimized,160.0,standard,True,False,,linux,True,True,False,True,,,,,,
271,eadsv5,e2adsv5,E2ads v5,2,memoryoptimized,16.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
272,easv4,e2asv4,E2as v4,2,memoryoptimized,16.0,standard,True,False,32.0,linux,True,True,False,True,,,,,,
273,easv5,e2asv5,E2as v5,2,memoryoptimized,16.0,standard,True,False,,linux,True,True,False,True,,,,,,
274,eav4,e2av4,E2a v4,2,memoryoptimized,16.0,standard,True,False,50.0,linux,True,True,False,True,,,,,,
275,ebdsv5,e2bdsv5,E2bds v5,2,memoryoptimized,16.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
276,ebsv5,e2bsv5,E2bs v5,2,memoryoptimized,16.0,standard,True,False,,linux,True,True,False,True,,,,,,
277,edsv4,e2dsv4,E2ds v4,2,memoryoptimized,16.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
278,edsv5,e2dsv5,E2ds v5,2,memoryoptimized,16.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
279,edv4,e2dv4,E2d v4,2,memoryoptimized,16.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
280,edv5,e2dv5,E2d v5,2,memoryoptimized,16.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
281,epdsv5,e2pdsv5,E2pds v5,2,memoryoptimized,16.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
282,epsv5,e2psv5,E2ps v5,2,memoryoptimized,16.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
283,esv3,e2sv3,E2s v3,2,memoryoptimized,16.0,standard,True,False,32.0,linux,True,True,False,True,,,,,,
284,esv4,e2sv4,E2s v4,2,memoryoptimized,16.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
285,esv5,e2sv5,E2s v5,2,memoryoptimized,16.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
286,ev3,e2v3,E2 v3,2,memoryoptimized,16.0,standard,True,False,50.0,linux,True,True,False,True,,,,,,
287,ev4,e2v4,E2 v4,2,memoryoptimized,16.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
288,ev5,e2v5,E2 v5,2,memoryoptimized,16.0,standard,True,False,,linux,True,True,False,True,,,,,,
289,eadsv5,e32-16adsv5,E32-16ads v5,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,True,True,16.0,,,,,
290,easv4,e32-16as-v4,E32-16as v4,32,memoryoptimized,256.0,standard,True,False,512.0,linux,True,True,True,True,16.0,,,,,
291,easv5,e32-16asv5,E32-16as v5,32,memoryoptimized,256.0,standard,True,False,,linux,True,True,True,True,16.0,,,,,
292,edsv4,e32-16ds-v4,E32-16ds v4,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,True,True,16.0,,,,,
293,edsv5,e32-16dsv5,E32-16ds v5,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,True,True,16.0,,,,,
294,esv3,e32-16s-v3,E32-16s v3,32,memoryoptimized,256.0,standard,True,False,512.0,linux,True,True,True,True,16.0,,,,,
295,esv4,e32-16s-v4,E32-16s v4,32,memoryoptimized,256.0,standard,True,False,0.0,linux,True,True,True,True,16.0,,,,,
296,esv5,e32-16sv5,E32-16s v5,32,memoryoptimized,256.0,standard,True,False,0.0,linux,True,True,True,True,16.0,,,,,
297,eadsv5,e32-8adsv5,E32-8ads v5,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,True,True,8.0,,,,,
298,easv4,e32-8as-v4,E32-8as v4,32,memoryoptimized,256.0,standard,True,False,512.0,linux,True,True,True,True,8.0,,,,,
299,easv5,e32-8asv5,E32-8as v5,32,memoryoptimized,256.0,standard,True,False,,linux,True,True,True,True,8.0,,,,,
300,edsv4,e32-8ds-v4,E32-8ds v4,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,True,True,8.0,,,,,
301,edsv5,e32-8dsv5,E32-8ds v5,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,True,True,8.0,,,,,
302,esv3,e32-8s-v3,E32-8s v3,32,memoryoptimized,256.0,standard,True,False,512.0,linux,True,True,True,True,8.0,,,,,
303,esv4,e32-8s-v4,E32-8s v4,32,memoryoptimized,256.0,standard,True,False,0.0,linux,True,True,True,True,8.0,,,,,
304,esv5,e32-sv5,E32s v5,32,memoryoptimized,256.0,standard,True,False,0.0,linux,True,True,True,True,8.0,,,,,
305,eadsv5,e32adsv5,E32ads v5,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
306,easv4,e32asv4,E32as v4,32,memoryoptimized,256.0,standard,True,False,512.0,linux,True,True,False,True,,,,,,
307,easv5,e32asv5,E32as v5,32,memoryoptimized,256.0,standard,True,False,,linux,True,True,False,True,,,,,,
308,eav4,e32av4,E32a v4,32,memoryoptimized,256.0,standard,True,False,800.0,linux,True,True,False,True,,,,,,
309,ebdsv5,e32bdsv5,E32bds v5,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
310,ebsv5,e32bsv5,E32bs v5,32,memoryoptimized,256.0,standard,True,False,,linux,True,True,False,True,,,,,,
311,edsv4,e32dsv4,E32ds v4,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
312,edsv5,e32dsv5,E32ds v5,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
313,edv4,e32dv4,E32d v4,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
314,edv5,e32dv5,E32d v5,32,memoryoptimized,256.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
315,epdsv5,e32pdsv5,E32pds v5,32,memoryoptimized,208.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
316,epsv5,e32psv5,E32ps v5,32,memoryoptimized,208.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
317,esv3,e32sv3,E32s v3,32,memoryoptimized,256.0,standard,True,False,512.0,linux,True,True,False,True,,,,,,
318,esv4,e32sv4,E32s v4,32,memoryoptimized,256.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
319,esv5,e32sv5,E32s v5,32,memoryoptimized,256.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
320,ev3,e32v3,E32 v3,32,memoryoptimized,256.0,standard,True,False,800.0,linux,True,True,False,True,,,,,,
321,ev4,e32v4,E32 v4,32,memoryoptimized,256.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
322,ev5,e32v5,E32 v5,32,memoryoptimized,256.0,standard,True,False,,linux,True,True,False,True,,,,,,
323,eadsv5,e4-2adsv5,E4-2ads v5,4,memoryoptimized,32.0,standard,True,False,150.0,linux,True,True,True,True,2.0,,,,,
324,easv4,e4-2as-v4,E4-2as v4,4,memoryoptimized,32.0,standard,True,False,64.0,linux,True,True,True,True,2.0,,,,,
325,easv5,e4-2asv5,E4-2as v5,4,memoryoptimized,32.0,standard,True,False,,linux,True,True,True,True,2.0,,,,,
326,edsv4,e4-2ds-v4,E4-2ds v4,4,memoryoptimized,32.0,standard,True,False,150.0,linux,True,True,True,True,2.0,,,,,
327,edsv5,e4-2dsv5,E4-2ds v5,4,memoryoptimized,32.0,standard,True,False,150.0,linux,True,True,True,True,2.0,,,,,
328,esv3,e4-2s-v3,E4-2s v3,4,memoryoptimized,32.0,standard,True,False,64.0,linux,True,True,True,True,2.0,,,,,
329,esv4,e4-2s-v4,E4-2s v4,4,memoryoptimized,32.0,standard,True,False,0.0,linux,True,True,True,True,2.0,,,,,
330,esv5,e4-2sv5,E4-2s v5,4,memoryoptimized,32.0,standard,True,False,0.0,linux,True,True,True,True,2.0,,,,,
331,eadsv5,e48adsv5,E48ads v5,48,memoryoptimized,384.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
332,easv4,e48asv4,E48as v4,48,memoryoptimized,384.0,standard,True,False,768.0,linux,True,True,False,True,,,,,,
333,easv5,e48asv5,E48as v5,48,memoryoptimized,384.0,standard,True,False,,linux,True,True,False,True,,,,,,
334,eav4,e48av4,E48a v4,48,memoryoptimized,384.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
335,ebdsv5,e48bdsv5,E48bds v5,48,memoryoptimized,384.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
336,ebsv5,e48bsv5,E48bs v5,48,memoryoptimized,384.0,standard,True,False,,linux,True,True,False,True,,,,,,
337,edsv4,e48dsv4,E48ds v4,48,memoryoptimized,384.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
338,edsv5,e48dsv5,E48ds v5,48,memoryoptimized,384.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
339,edv4,e48dv4,E48d v4,48,memoryoptimized,384.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
340,edv5,e48dv5,E48d v5,48,memoryoptimized,384.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
341,esv3,e48sv3,E48s v3,48,memoryoptimized,384.0,standard,True,False,768.0,linux,True,True,False,True,,,,,,
342,esv4,e48sv4,E48s v4,48,memoryoptimized,384.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
343,esv5,e48sv5,E48s v5,48,memoryoptimized,384.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
344,ev3,e48v3,E48 v3,48,memoryoptimized,384.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
345,ev4,e48v4,E48 v4,48,memoryoptimized,384.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
346,ev5,e48v5,E48 v5,48,memoryoptimized,384.0,standard,True,False,,linux,True,True,False,True,,,,,,
347,eadsv5,e4adsv5,E4ads v5,4,memoryoptimized,32.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
348,easv4,e4asv4,E4as v4,4,memoryoptimized,32.0,standard,True,False,64.0,linux,True,True,False,True,,,,,,
349,easv5,e4asv5,E4as v5,4,memoryoptimized,32.0,standard,True,False,,linux,True,True,False,True,,,,,,
350,eav4,e4av4,E4a v4,4,memoryoptimized,32.0,standard,True,False,100.0,linux,True,True,False,True,,,,,,
351,ebdsv5,e4bdsv5,E4bds v5,4,memoryoptimized,32.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
352,ebsv5,e4bsv5,E4bs v5,4,memoryoptimized,32.0,standard,True,False,,linux,True,True,False,True,,,,,,
353,edsv4,e4dsv4,E4ds v4,4,memoryoptimized,32.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
354,edsv5,e4dsv5,E4ds v5,4,memoryoptimized,32.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
355,edv4,e4dv4,E4d v4,4,memoryoptimized,32.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
356,edv5,e4dv5,E4d v5,4,memoryoptimized,32.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
357,epdsv5,e4pdsv5,E4pds v5,4,memoryoptimized,32.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
358,epsv5,e4psv5,E4ps v5,4,memoryoptimized,32.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
359,esv3,e4sv3,E4s v3,4,memoryoptimized,32.0,standard,True,False,64.0,linux,True,True,False,True,,,,,,
360,esv4,e4sv4,E4s v4,4,memoryoptimized,32.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
361,esv5,e4sv5,E4s v5,4,memoryoptimized,32.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
362,ev3,e4v3,E4 v3,4,memoryoptimized,32.0,standard,True,False,100.0,linux,True,True,False,True,,,,,,
363,ev4,e4v4,E4 v4,4,memoryoptimized,32.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
364,ev5,e4v5,E4 v5,4,memoryoptimized,32.0,standard,True,False,,linux,True,True,False,True,,,,,,
365,eadsv5,e64-16adsv5,E64-16ads v5,64,memoryoptimized,512.0,standard,True,False,2400.0,linux,True,True,True,True,16.0,,,,,
366,easv4,e64-16as-v4,E64-16as v4,64,memoryoptimized,512.0,standard,True,False,1024.0,linux,True,True,True,True,16.0,,,,,
367,easv5,e64-16asv5,E64-16as v5,64,memoryoptimized,512.0,standard,True,False,,linux,True,True,True,True,16.0,,,,,
368,edsv4,e64-16ds-v4,E64-16ds v4,64,memoryoptimized,504.0,standard,True,False,2400.0,linux,True,True,True,True,16.0,,,,,
369,edsv5,e64-16dsv5,E64-16ds v5,64,memoryoptimized,512.0,standard,True,False,2400.0,linux,True,True,True,True,16.0,,,,,
370,esv3,e64-16s-v3,E64-16s v3,64,memoryoptimized,432.0,standard,True,False,864.0,linux,True,True,True,True,16.0,,,,,
371,esv4,e64-16s-v4,E64-16s v4,64,memoryoptimized,504.0,standard,True,False,0.0,linux,True,True,True,True,16.0,,,,,
372,esv5,e64-16sv5,E64-16s v5,64,memoryoptimized,512.0,standard,True,False,0.0,linux,True,True,True,True,16.0,,,,,
373,eadsv5,e64-32adsv5,E64-32ads v5,64,memoryoptimized,512.0,standard,True,False,2400.0,linux,True,True,True,True,32.0,,,,,
374,easv4,e64-32as-v4,E64-32as v4,64,memoryoptimized,512.0,standard,True,False,1024.0,linux,True,True,True,True,32.0,,,,,
375,easv5,e64-32asv5,E64-32as v5,64,memoryoptimized,512.0,standard,True,False,,linux,True,True,True,True,32.0,,,,,
376,edsv4,e64-32ds-v4,E64-32ds v4,64,memoryoptimized,504.0,standard,True,False,2400.0,linux,True,True,True,True,32.0,,,,,
377,edsv5,e64-32dsv5,E64-32ds v5,64,memoryoptimized,512.0,standard,True,False,2400.0,linux,True,True,True,True,32.0,,,,,
378,esv3,e64-32s-v3,E64-32s v3,64,memoryoptimized,432.0,standard,True,False,864.0,linux,True,True,True,True,32.0,,,,,
379,esv4,e64-32s-v4,E64-32s v4,64,memoryoptimized,504.0,standard,True,False,0.0,linux,True,True,True,True,32.0,,,,,
380,esv5,e64-32sv5,E64-32s v5,64,memoryoptimized,512.0,standard,True,False,0.0,linux,True,True,True,True,32.0,,,,,
381,eadsv5,e64adsv5,E64ads v5,64,memoryoptimized,512.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
382,easv4,e64asv4,E64as v4,64,memoryoptimized,512.0,standard,True,False,1024.0,linux,True,True,False,True,,,,,,
383,easv5,e64asv5,E64as v5,64,memoryoptimized,512.0,standard,True,False,,linux,True,True,False,True,,,,,,
384,eav4,e64av4,E64a v4,64,memoryoptimized,512.0,standard,True,False,1600.0,linux,True,True,False,True,,,,,,
385,ebdsv5,e64bdsv5,E64bds v5,64,memoryoptimized,512.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
386,ebsv5,e64bsv5,E64bs v5,64,memoryoptimized,512.0,standard,True,False,,linux,True,True,False,True,,,,,,
387,edsv4,e64dsv4,E64ds v4,64,memoryoptimized,504.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
388,edsv5,e64dsv5,E64ds v5,64,memoryoptimized,512.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
389,edv4,e64dv4,E64d v4,64,memoryoptimized,504.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
390,edv5,e64dv5,E64d v5,64,memoryoptimized,512.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
391,esv3,e64isv3,E64is v3,64,memoryoptimized,432.0,standard,True,False,864.0,linux,True,True,False,True,,,,,,
392,ev3,e64iv3,E64i v3,64,memoryoptimized,432.0,standard,True,False,1600.0,linux,True,True,False,True,,,,,,
393,esv3,e64sv3,E64s v3,64,memoryoptimized,432.0,standard,True,False,864.0,linux,True,True,False,True,,,,,,
394,esv4,e64sv4,E64s v4,64,memoryoptimized,504.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
395,esv5,e64sv5,E64s v5,64,memoryoptimized,512.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
396,ev3,e64v3,E64 v3,64,memoryoptimized,432.0,standard,True,False,1600.0,linux,True,True,False,True,,,,,,
397,ev4,e64v4,E64 v4,64,memoryoptimized,504.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
398,ev5,e64v5,E64 v5,64,memoryoptimized,512.0,standard,True,False,,linux,True,True,False,True,,,,,,
399,edsv4,e80idsv4,E80ids v4,80,memoryoptimized,504.0,standard,True,False,2400.0,linux,True,True,False,True,,E80idsv4,,,,
400,esv4,e80isv4,E80is v4,80,memoryoptimized,504.0,standard,True,False,2400.0,linux,True,True,False,True,,E80isv4,,,,
401,eadsv5,e8-2adsv5,E8-2ads v5,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,True,True,2.0,,,,,
402,easv4,e8-2as-v4,E8-2as v4,8,memoryoptimized,64.0,standard,True,False,128.0,linux,True,True,True,True,2.0,,,,,
403,easv5,e8-2asv5,E8-2as v5,8,memoryoptimized,64.0,standard,True,False,,linux,True,True,True,True,2.0,,,,,
404,edsv4,e8-2ds-v4,E8-2ds v4,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,True,True,2.0,,,,,
405,edsv5,e8-2dsv5,E8-2ds v5,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,True,True,2.0,,,,,
406,esv3,e8-2s-v3,E8-2s v3,8,memoryoptimized,64.0,standard,True,False,128.0,linux,True,True,True,True,2.0,,,,,
407,esv4,e8-2s-v4,E8-2s v4,8,memoryoptimized,64.0,standard,True,False,0.0,linux,True,True,True,True,2.0,,,,,
408,esv5,e8-2sv5,E8-2s v5,8,memoryoptimized,64.0,standard,True,False,0.0,linux,True,True,True,True,2.0,,,,,
409,eadsv5,e8-4adsv5,E8-4ads v5,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,True,True,4.0,,,,,
410,easv4,e8-4as-v4,E8-4as v4,8,memoryoptimized,64.0,standard,True,False,128.0,linux,True,True,True,True,4.0,,,,,
411,easv5,e8-4asv5,E8-4as v5,8,memoryoptimized,64.0,standard,True,False,,linux,True,True,True,True,4.0,,,,,
412,edsv4,e8-4ds-v4,E8-4ds v4,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,True,True,4.0,,,,,
413,edsv5,e8-4dsv5,E8-4ds v5,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,True,True,4.0,,,,,
414,esv3,e8-4s-v3,E8-4s v3,8,memoryoptimized,64.0,standard,True,False,128.0,linux,True,True,True,True,4.0,,,,,
415,esv4,e8-4s-v4,E8-4s v4,8,memoryoptimized,64.0,standard,True,False,0.0,linux,True,True,True,True,4.0,,,,,
416,esv5,e8-4sv5,E8-4s v5,8,memoryoptimized,64.0,standard,True,False,0.0,linux,True,True,True,True,4.0,,,,,
417,eadsv5,e8adsv5,E8ads v5,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
418,easv4,e8asv4,E8as v4,8,memoryoptimized,64.0,standard,True,False,128.0,linux,True,True,False,True,,,,,,
419,easv5,e8asv5,E8as v5,8,memoryoptimized,64.0,standard,True,False,,linux,True,True,False,True,,,,,,
420,eav4,e8av4,E8a v4,8,memoryoptimized,64.0,standard,True,False,200.0,linux,True,True,False,True,,,,,,
421,ebdsv5,e8bdsv5,E8bds v5,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
422,ebsv5,e8bsv5,E8bs v5,8,memoryoptimized,64.0,standard,True,False,,linux,True,True,False,True,,,,,,
423,edsv4,e8dsv4,E8ds v4,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
424,edsv5,e8dsv5,E8ds v5,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
425,edv4,e8dv4,E8d v4,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
426,edv5,e8dv5,E8d v5,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
427,epdsv5,e8pdsv5,E8pds v5,8,memoryoptimized,64.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
428,epsv5,e8psv5,E8ps v5,8,memoryoptimized,64.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
429,esv3,e8sv3,E8s v3,8,memoryoptimized,64.0,standard,True,False,128.0,linux,True,True,False,True,,,,,,
430,esv4,e8sv4,E8s v4,8,memoryoptimized,64.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
431,esv5,e8sv5,E8s v5,8,memoryoptimized,64.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
432,ev3,e8v3,E8 v3,8,memoryoptimized,64.0,standard,True,False,200.0,linux,True,True,False,True,,,,,,
433,ev4,e8v4,E8 v4,8,memoryoptimized,64.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
434,ev5,e8v5,E8 v5,8,memoryoptimized,64.0,standard,True,False,,linux,True,True,False,True,,,,,,
435,eadsv5,e96-24adsv5,E96-24ads v5,96,memoryoptimized,672.0,standard,True,False,3600.0,linux,True,True,True,True,24.0,,,,,
436,easv4,e96-24as-v4,E96-24as v4,96,memoryoptimized,672.0,standard,True,False,1344.0,linux,True,True,True,True,24.0,,,,,
437,easv5,e96-24asv5,E96-24as v5,96,memoryoptimized,672.0,standard,True,False,,linux,True,True,True,True,24.0,,,,,
438,edsv5,e96-24dsv5,E96-24ds v5,96,memoryoptimized,672.0,standard,True,False,2400.0,linux,True,True,True,True,24.0,,,,,
439,esv5,e96-24sv5,E96-24s v5,96,memoryoptimized,672.0,standard,True,False,3600.0,linux,True,True,True,True,24.0,,,,,
440,eadsv5,e96-48adsv5,E96-48ads v5,96,memoryoptimized,672.0,standard,True,False,3600.0,linux,True,True,True,True,48.0,,,,,
441,easv4,e96-48as-v4,E96-48as v4,96,memoryoptimized,672.0,standard,True,False,1344.0,linux,True,True,True,True,48.0,,,,,
442,easv5,e96-48asv5,E96-48as v5,96,memoryoptimized,672.0,standard,True,False,,linux,True,True,True,True,48.0,,,,,
443,edsv5,e96-48dsv5,E96-48ds v5,96,memoryoptimized,672.0,standard,True,False,2400.0,linux,True,True,True,True,48.0,,,,,
444,esv5,e96-48sv5,E96-48s v5,96,memoryoptimized,672.0,standard,True,False,3600.0,linux,True,True,True,True,48.0,,,,,
