,series,nameLocKey,instanceName,cores,category,ram,tier,hasPayGo,isInPreview,diskSize,type,hasSpot,isVcpu,isConstrainedCore,isBaseVm,activeCores,productId,nvMeDisk,gpu,fpga,pmem
0,av2,a1v2,A1 v2,1,generalpurpose,2.0,standard,True,False,10.0,linux,True,False,False,True,,,,,,
1,av2,a2mv2,A2m v2,2,generalpurpose,16.0,standard,True,False,20.0,linux,True,False,False,True,,,,,,
2,av2,a2v2,A2 v2,2,generalpurpose,4.0,standard,True,False,20.0,linux,True,False,False,True,,,,,,
3,av2,a4mv2,A4m v2,4,generalpurpose,32.0,standard,True,False,40.0,linux,True,False,False,True,,,,,,
4,av2,a4v2,A4 v2,4,generalpurpose,8.0,standard,True,False,40.0,linux,True,False,False,True,,,,,,
5,av2,a8mv2,A8m v2,8,generalpurpose,64.0,standard,True,False,80.0,linux,True,False,False,True,,,,,,
6,av2,a8v2,A8 v2,8,generalpurpose,16.0,standard,True,False,80.0,linux,True,False,False,True,,,,,,
7,bs,b12ms,B12ms,12,generalpurpose,48.0,standard,True,False,96.0,linux,False,False,False,True,,,,,,
8,bs,b16ms,B16ms,16,generalpurpose,64.0,standard,True,False,128.0,linux,False,False,False,True,,,,,,
9,bs,b1ls,B1ls,1,generalpurpose,0.5,standard,True,False,4.0,linux,False,False,False,True,,,,,,
10,bs,b1ms,B1ms,1,generalpurpose,2.0,standard,True,False,4.0,linux,False,False,False,True,,,,,,
11,bs,b1s,B1s,1,generalpurpose,1.0,standard,True,False,4.0,linux,False,False,False,True,,,,,,
12,bs,b20ms,B20ms,20,generalpurpose,80.0,standard,True,False,160.0,linux,False,False,False,True,,,,,,
13,bs,b2ms,B2ms,2,generalpurpose,8.0,standard,True,False,16.0,linux,False,False,False,True,,,,,,
14,bs,b2s,B2s,2,generalpurpose,4.0,standard,True,False,8.0,linux,False,False,False,True,,,,,,
15,bs,b4ms,B4ms,4,generalpurpose,16.0,standard,True,False,32.0,linux,False,False,False,True,,,,,,
16,bs,b8ms,B8ms,8,generalpurpose,32.0,standard,True,False,64.0,linux,False,False,False,True,,,,,,
17,dv2,d11v2,D11 v2,2,memoryoptimized,14.0,standard,True,False,100.0,linux,True,True,False,True,,,,,,
18,dv2,d12v2,D12 v2,4,memoryoptimized,28.0,standard,True,False,200.0,linux,True,True,False,True,,,,,,
19,dv2,d13v2,D13 v2,8,memoryoptimized,56.0,standard,True,False,400.0,linux,True,True,False,True,,,,,,
20,dv2,d14v2,D14 v2,16,memoryoptimized,112.0,standard,True,False,800.0,linux,True,True,False,True,,,,,,
21,dv2,d15iv2,D15i v2,20,memoryoptimized,140.0,standard,True,False,1000.0,linux,True,True,False,True,,,,,,
22,dv2,d15v2,D15 v2,20,memoryoptimized,140.0,standard,True,False,1000.0,linux,True,True,False,True,,,,,,
23,dadsv5,d16adsv5,D16ads v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
24,dasv4,d16asv4,D16as v4,16,generalpurpose,64.0,standard,True,False,128.0,linux,True,True,False,True,,,,,,
25,dasv5,d16asv5,D16as v5,16,generalpurpose,64.0,standard,True,False,,linux,True,True,False,True,,,,,,
26,dav4,d16av4,D16a v4,16,generalpurpose,64.0,standard,True,False,400.0,linux,True,True,False,True,,,,,,
27,ddsv4,d16dsv4,D16ds v4,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
28,ddsv5,d16dsv5,D16ds v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
29,ddv4,d16dv4,D16d v4,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
30,ddv5,d16dv5,D16d v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
31,dpdsv5,d16pdsv5,D16pds v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
32,dpldsv5,d16pldsv5,D16plds v5,16,generalpurpose,32.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,
33,dplsv5,d16plsv5,D16pls v5,16,generalpurpose,32.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
34,dpsv5,d16psv5,D16ps v5,16,generalpurpose,64.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
35,dsv3,d16sv3,D16s v3,16,generalpurpose,64.0,standard,True,False,128.0,linux,True,True,False,True,,,,,,
36,dsv4,d16sv4,D16s v4,16,generalpurpose,64.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
37,dsv5,d16sv5,D16s v5,16,generalpurpose,64.0,standard,True,False,,linux,True,True,False,True,,,,,,
38,dv3,d16v3,D16 v3,16,generalpurpose,64.0,standard,True,False,400.0,linux,True,True,False,True,,,,,,
39,dv4,d16v4,D16 v4,16,generalpurpose,64.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
40,dv5,d16v5,D16 v5,16,generalpurpose,64.0,standard,True,False,,linux,True,True,False,True,,,,,,
41,dv2,d1v2,D1 v2,1,generalpurpose,3.5,standard,True,False,50.0,linux,True,True,False,True,,,,,,
42,dadsv5,d2adsv5,D2ads v5,2,generalpurpose,8.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
43,dasv4,d2asv4,D2as v4,2,generalpurpose,8.0,standard,True,False,16.0,linux,True,True,False,True,,,,,,
44,dasv5,d2asv5,D2as v5,2,generalpurpose,8.0,standard,True,False,,linux,True,True,False,True,,,,,,
45,dav4,d2av4,D2a v4,2,generalpurpose,8.0,standard,True,False,50.0,linux,True,True,False,True,,,,,,
46,ddsv4,d2dsv4,D2ds v4,2,generalpurpose,8.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
47,ddsv5,d2dsv5,D2ds v5,2,generalpurpose,8.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
48,ddv4,d2dv4,D2d v4,2,generalpurpose,8.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
49,ddv5,d2dv5,D2d v5,2,generalpurpose,8.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
50,dpdsv5,d2pdsv5,D2pds v5,2,generalpurpose,8.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
51,dpldsv5,d2pldsv5,D2plds v5,2,generalpurpose,4.0,standard,True,False,75.0,linux,True,True,False,True,,,,,,
52,dplsv5,d2plsv5,D2pls v5,2,generalpurpose,4.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
53,dpsv5,d2psv5,D2ps v5,2,generalpurpose,8.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
54,dsv3,d2sv3,D2s v3,2,generalpurpose,8.0,standard,True,False,16.0,linux,True,True,False,True,,,,,,
55,dsv4,d2sv4,D2s v4,2,generalpurpose,8.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
56,dsv5,d2sv5,D2s v5,2,generalpurpose,8.0,standard,True,False,,linux,True,True,False,True,,,,,,
57,dv2,d2v2,D2 v2,2,generalpurpose,7.0,standard,True,False,100.0,linux,True,True,False,True,,,,,,
58,dv3,d2v3,D2 v3,2,generalpurpose,8.0,standard,True,False,50.0,linux,True,True,False,True,,,,,,
59,dv4,d2v4,D2 v4,2,generalpurpose,8.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
60,dv5,d2v5,D2 v5,2,generalpurpose,8.0,standard,True,False,,linux,True,True,False,True,,,,,,
61,dadsv5,d32adsv5,D32ads v5,32,generalpurpose,128.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
62,dasv4,d32asv4,D32as v4,32,generalpurpose,128.0,standard,True,False,256.0,linux,True,True,False,True,,,,,,
63,dasv5,d32asv5,D32as v5,32,generalpurpose,128.0,standard,True,False,,linux,True,True,False,True,,,,,,
64,dav4,d32av4,D32a v4,32,generalpurpose,128.0,standard,True,False,800.0,linux,True,True,False,True,,,,,,
65,ddsv4,d32dsv4,D32ds v4,32,generalpurpose,128.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
66,ddsv5,d32dsv5,D32ds v5,32,generalpurpose,128.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
67,ddv4,d32dv4,D32d v4,32,generalpurpose,128.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
68,ddv5,d32dv5,D32d v5,32,generalpurpose,128.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
69,dpdsv5,d32pdsv5,D32pds v5,32,generalpurpose,128.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
70,dpldsv5,d32pldsv5,D32plds v5,32,generalpurpose,64.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
71,dplsv5,d32plsv5,D32pls v5,32,generalpurpose,64.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
72,dpsv5,d32psv5,D32ps v5,32,generalpurpose,128.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
73,dsv3,d32sv3,D32s v3,32,generalpurpose,128.0,standard,True,False,256.0,linux,True,True,False,True,,,,,,
74,dsv4,d32sv4,D32s v4,32,generalpurpose,128.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
75,dsv5,d32sv5,D32s v5,32,generalpurpose,128.0,standard,True,False,,linux,True,True,False,True,,,,,,
76,dv3,d32v3,D32 v3,32,generalpurpose,128.0,standard,True,False,800.0,linux,True,True,False,True,,,,,,
77,dv4,d32v4,D32 v4,32,generalpurpose,128.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
78,dv5,d32v5,D32 v5,32,generalpurpose,128.0,standard,True,False,,linux,True,True,False,True,,,,,,
79,dv2,d3v2,D3 v2,4,generalpurpose,14.0,standard,True,False,200.0,linux,True,True,False,True,,,,,,
80,dadsv5,d48adsv5,D48ads v5,48,generalpurpose,192.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
81,dasv4,d48asv4,D48as v4,48,generalpurpose,192.0,standard,True,False,384.0,linux,True,True,False,True,,,,,,
82,dasv5,d48asv5,D48as v5,48,generalpurpose,192.0,standard,True,False,,linux,True,True,False,True,,,,,,
83,dav4,d48av4,D48a v4,48,generalpurpose,192.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
84,ddsv4,d48dsv4,D48ds v4,48,generalpurpose,192.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
85,ddsv5,d48dsv5,D48ds v5,48,generalpurpose,192.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
86,ddv4,d48dv4,D48d v4,48,generalpurpose,192.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
87,ddv5,d48dv5,D48d v5,48,generalpurpose,192.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
88,dpdsv5,d48pdsv5,D48pds v5,48,generalpurpose,192.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
89,dpldsv5,d48pldsv5,D48plds v5,48,generalpurpose,96.0,standard,True,False,1800.0,linux,True,True,False,True,,,,,,
90,dplsv5,d48plsv5,D48pls v5,48,generalpurpose,96.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
91,dpsv5,d48psv5,D48ps v5,48,generalpurpose,192.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
92,dsv3,d48sv3,D48s v3,48,generalpurpose,192.0,standard,True,False,384.0,linux,True,True,False,True,,,,,,
93,dsv4,d48sv4,D48s v4,48,generalpurpose,192.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
94,dsv5,d48sv5,D48s v5,48,generalpurpose,192.0,standard,True,False,,linux,True,True,False,True,,,,,,
95,dv3,d48v3,D48 v3,48,generalpurpose,192.0,standard,True,False,1200.0,linux,True,True,False,True,,,,,,
96,dv4,d48v4,D48 v4,48,generalpurpose,192.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
97,dv5,d48v5,D48 v5,48,generalpurpose,192.0,standard,True,False,,linux,True,True,False,True,,,,,,
98,dadsv5,d4adsv5,D4ads v5,4,generalpurpose,16.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
99,dasv4,d4asv4,D4as v4,4,generalpurpose,16.0,standard,True,False,32.0,linux,True,True,False,True,,,,,,
100,dasv5,d4asv5,D4as v5,4,generalpurpose,16.0,standard,True,False,,linux,True,True,False,True,,,,,,
101,dav4,d4av4,D4a v4,4,generalpurpose,16.0,standard,True,False,100.0,linux,True,True,False,True,,,,,,
102,ddsv4,d4dsv4,D4ds v4,4,generalpurpose,16.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
103,ddsv5,d4dsv5,D4ds v5,4,generalpurpose,16.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
104,ddv4,d4dv4,D4d v4,4,generalpurpose,16.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
105,ddv5,d4dv5,D4d v5,4,generalpurpose,16.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
106,dpdsv5,d4pdsv5,D4pds v5,4,generalpurpose,16.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
107,dpldsv5,d4pldsv5,D4plds v5,4,generalpurpose,8.0,standard,True,False,150.0,linux,True,True,False,True,,,,,,
108,dplsv5,d4plsv5,D4pls v5,4,generalpurpose,8.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
109,dpsv5,d4psv5,D4ps v5,4,generalpurpose,16.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
110,dsv3,d4sv3,D4s v3,4,generalpurpose,16.0,standard,True,False,32.0,linux,True,True,False,True,,,,,,
111,dsv4,d4sv4,D4s v4,4,generalpurpose,16.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
112,dsv5,d4sv5,D4s v5,4,generalpurpose,16.0,standard,True,False,,linux,True,True,False,True,,,,,,
113,dv2,d4v2,D4 v2,8,generalpurpose,28.0,standard,True,False,400.0,linux,True,True,False,True,,,,,,
114,dv3,d4v3,D4 v3,4,generalpurpose,16.0,standard,True,False,100.0,linux,True,True,False,True,,,,,,
115,dv4,d4v4,D4 v4,4,generalpurpose,16.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
116,dv5,d4v5,D4 v5,4,generalpurpose,16.0,standard,True,False,,linux,True,True,False,True,,,,,,
117,dv2,d5v2,D5 v2,16,generalpurpose,56.0,standard,True,False,800.0,linux,True,True,False,True,,,,,,
118,dadsv5,d64adsv5,D64ads v5,64,generalpurpose,256.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
119,dasv4,d64asv4,D64as v4,64,generalpurpose,256.0,standard,True,False,512.0,linux,True,True,False,True,,,,,,
120,dasv5,d64asv5,D64as v5,64,generalpurpose,256.0,standard,True,False,,linux,True,True,False,True,,,,,,
121,dav4,d64av4,D64a v4,64,generalpurpose,256.0,standard,True,False,1600.0,linux,True,True,False,True,,,,,,
122,ddsv4,d64dsv4,D64ds v4,64,generalpurpose,256.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
123,ddsv5,d64dsv5,D64ds v5,64,generalpurpose,256.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
124,ddv4,d64dv4,D64d v4,64,generalpurpose,256.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
125,ddv5,d64dv5,D64d v5,64,generalpurpose,256.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
126,dpdsv5,d64pdsv5,D64pds v5,64,generalpurpose,208.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
127,dpldsv5,d64pldsv5,D64plds v5,64,generalpurpose,128.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
128,dplsv5,d64plsv5,D64pls v5,64,generalpurpose,128.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
129,dpsv5,d64psv5,D64ps v5,64,generalpurpose,208.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
130,dsv3,d64sv3,D64s v3,64,generalpurpose,256.0,standard,True,False,512.0,linux,True,True,False,True,,,,,,
131,dsv4,d64sv4,D64s v4,64,generalpurpose,256.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
132,dsv5,d64sv5,D64s v5,64,generalpurpose,256.0,standard,True,False,,linux,True,True,False,True,,,,,,
133,dv3,d64v3,D64 v3,64,generalpurpose,256.0,standard,True,False,1600.0,linux,True,True,False,True,,,,,,
134,dv4,d64v4,D64 v4,64,generalpurpose,256.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
135,dv5,d64v5,D64 v5,64,generalpurpose,256.0,standard,True,False,,linux,True,True,False,True,,,,,,
136,dadsv5,d8adsv5,D8ads v5,8,generalpurpose,32.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
137,dasv4,d8asv4,D8as v4,8,generalpurpose,32.0,standard,True,False,64.0,linux,True,True,False,True,,,,,,
138,dasv5,d8asv5,D8as v5,8,generalpurpose,32.0,standard,True,False,,linux,True,True,False,True,,,,,,
139,dav4,d8av4,D8a v4,8,generalpurpose,32.0,standard,True,False,200.0,linux,True,True,False,True,,,,,,
140,ddsv4,d8dsv4,D8ds v4,8,generalpurpose,32.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
141,ddsv5,d8dsv5,D8ds v5,8,generalpurpose,32.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
142,ddv4,d8dv4,D8d v4,8,generalpurpose,32.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
143,ddv5,d8dv5,D8d v5,8,generalpurpose,32.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
144,dpdsv5,d8pdsv5,D8pds v5,8,generalpurpose,32.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
145,dpldsv5,d8pldsv5,D8plds v5,8,generalpurpose,16.0,standard,True,False,300.0,linux,True,True,False,True,,,,,,
146,dplsv5,d8plsv5,D8pls v5,8,generalpurpose,16.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
147,dpsv5,d8psv5,D8ps v5,8,generalpurpose,32.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
148,dsv3,d8sv3,D8s v3,8,generalpurpose,32.0,standard,True,False,64.0,linux,True,True,False,True,,,,,,
149,dsv4,d8sv4,D8s v4,8,generalpurpose,32.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
150,dsv5,d8sv5,D8s v5,8,generalpurpose,32.0,standard,True,False,,linux,True,True,False,True,,,,,,
151,dv3,d8v3,D8 v3,8,generalpurpose,32.0,standard,True,False,200.0,linux,True,True,False,True,,,,,,
152,dv4,d8v4,D8 v4,8,generalpurpose,32.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
153,dv5,d8v5,D8 v5,8,generalpurpose,32.0,standard,True,False,,linux,True,True,False,True,,,,,,
154,dadsv5,d96adsv5,D96ads v5,96,generalpurpose,384.0,standard,True,False,3600.0,linux,True,True,False,True,,,,,,
155,dasv4,d96asv4,D96as v4,96,generalpurpose,384.0,standard,True,False,768.0,linux,True,True,False,True,,,,,,
156,dasv5,d96asv5,D96as v5,96,generalpurpose,384.0,standard,True,False,,linux,True,True,False,True,,,,,,
157,dav4,d96av4,D96a v4,96,generalpurpose,384.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
158,ddsv5,d96dsv5,D96ds v5,96,generalpurpose,384.0,standard,True,False,3600.0,linux,True,True,False,True,,,,,,
159,ddv5,d96dv5,D96d v5,96,generalpurpose,384.0,standard,True,False,3600.0,linux,True,True,False,True,,,,,,
160,dsv5,d96sv5,D96s v5,96,generalpurpose,384.0,standard,True,False,,linux,True,True,False,True,,,,,,
161,dv5,d96v5,D96 v5,96,generalpurpose,384.0,standard,True,False,,linux,True,True,False,True,,,,,,
162,dcadsv5,dc16adsv5,DC16ads v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,False,False,True,,,,,,
163,dcasv5,dc16asv5,DC16as v5,16,generalpurpose,64.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
164,dcdsv3,dc16dsv3,DC16ds v3,16,generalpurpose,128.0,standard,True,False,1200.0,linux,True,False,False,True,,,,,,
165,dcsv3,dc16sv3,DC16s v3,16,generalpurpose,128.0,standard,True,False,,linux,True,False,False,True,,,,,,
166,dcdsv3,dc1dsv3,DC1ds v3,1,generalpurpose,8.0,standard,True,False,75.0,linux,True,False,False,True,,,,,,
167,dcsv2,dc1sv2,DC1s v2,1,generalpurpose,4.0,standard,True,False,50.0,linux,True,False,False,True,,,,,,
168,dcsv3,dc1sv3,DC1s v3,1,generalpurpose,8.0,standard,True,False,,linux,True,False,False,True,,,,,,
169,dcdsv3,dc24dsv3,DC24ds v3,24,generalpurpose,192.0,standard,True,False,1800.0,linux,True,False,False,True,,,,,,
170,dcsv3,dc24sv3,DC24s v3,24,generalpurpose,192.0,standard,True,False,,linux,True,False,False,True,,,,,,
171,dcadsv5,dc2adsv5,DC2ads v5,2,generalpurpose,8.0,standard,True,False,75.0,linux,True,False,False,True,,,,,,
172,dcasv5,dc2asv5,DC2as v5,2,generalpurpose,8.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
173,dcdsv3,dc2dsv3,DC2ds v3,2,generalpurpose,16.0,standard,True,False,150.0,linux,True,False,False,True,,,,,,
174,dcsv2,dc2sv2,DC2s v2,2,generalpurpose,8.0,standard,True,False,100.0,linux,True,False,False,True,,,,,,
175,dcsv3,dc2sv3,DC2s v3,2,generalpurpose,16.0,standard,True,False,,linux,True,False,False,True,,,,,,
176,dcadsv5,dc32adsv5,DC32ads v5,32,generalpurpose,128.0,standard,True,False,1200.0,linux,True,False,False,True,,,,,,
177,dcasv5,dc32asv5,DC32as v5,32,generalpurpose,128.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
178,dcdsv3,dc32dsv3,DC32ds v3,32,generalpurpose,256.0,standard,True,False,2400.0,linux,True,False,False,True,,,,,,
179,dcsv3,dc32sv3,DC32s v3,32,generalpurpose,256.0,standard,True,False,,linux,True,False,False,True,,,,,,
180,dcadsv5,dc48adsv5,DC48ads v5,48,generalpurpose,192.0,standard,True,False,1800.0,linux,True,False,False,True,,,,,,
181,dcasv5,dc48asv5,DC48as v5,48,generalpurpose,192.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
182,dcdsv3,dc48dsv3,DC48ds v3,48,generalpurpose,384.0,standard,True,False,2400.0,linux,True,False,False,True,,,,,,
183,dcsv3,dc48sv3,DC48s v3,48,generalpurpose,384.0,standard,True,False,,linux,True,False,False,True,,,,,,
184,dcadsv5,dc4adsv5,DC4ads v5,4,generalpurpose,16.0,standard,True,False,150.0,linux,True,False,False,True,,,,,,
185,dcasv5,dc4asv5,DC4as v5,4,generalpurpose,16.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
186,dcdsv3,dc4dsv3,DC4ds v3,4,generalpurpose,32.0,standard,True,False,300.0,linux,True,False,False,True,,,,,,
187,dcsv2,dc4sv2,DC4s v2,4,generalpurpose,16.0,standard,True,False,200.0,linux,True,False,False,True,,,,,,
188,dcsv3,dc4sv3,DC4s v3,4,generalpurpose,32.0,standard,True,False,,linux,True,False,False,True,,,,,,
189,dcadsv5,dc64adsv5,DC64ads v5,64,generalpurpose,256.0,standard,True,False,2400.0,linux,True,False,False,True,,,,,,
190,dcasv5,dc64asv5,DC64as v5,64,generalpurpose,256.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
191,dcadsv5,dc8adsv5,DC8ads v5,8,generalpurpose,32.0,standard,True,False,300.0,linux,True,False,False,True,,,,,,
192,dcasv5,dc8asv5,DC8as v5,8,generalpurpose,32.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
193,dcdsv3,dc8dsv3,DC8ds v3,8,generalpurpose,64.0,standard,True,False,600.0,linux,True,False,False,True,,,,,,
194,dcsv2,dc8sv2,DC8 v2,8,generalpurpose,32.0,standard,True,False,400.0,linux,True,False,False,True,,,,,,
195,dcsv3,dc8sv3,DC8s v3,8,generalpurpose,64.0,standard,True,False,,linux,True,False,False,True,,,,,,
196,dcadsv5,dc96adsv5,DC96ads v5,96,generalpurpose,384.0,standard,True,False,3600.0,linux,True,False,False,True,,,,,,
197,dcasv5,dc96asv5,DC96as v5,96,generalpurpose,384.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
198,dsv2,ds11-1-v2,DS11-1 v2,2,memoryoptimized,14.0,standard,True,False,28.0,linux,True,True,True,True,1.0,,,,,
199,dsv2,ds11v2,DS11 v2,2,memoryoptimized,14.0,standard,True,False,28.0,linux,True,True,False,True,,,,,,
200,dsv2,ds12-1-v2,DS12-1 v2,4,memoryoptimized,28.0,standard,True,False,56.0,linux,True,True,True,True,1.0,,,,,
201,dsv2,ds12-2-v2,DS12-2 v2,4,memoryoptimized,28.0,standard,True,False,56.0,linux,True,True,True,True,2.0,,,,,
202,dsv2,ds12v2,DS12 v2,4,memoryoptimized,28.0,standard,True,False,56.0,linux,True,True,False,True,,,,,,
203,dsv2,ds13-2-v2,DS13-2 v2,8,memoryoptimized,56.0,standard,True,False,112.0,linux,True,True,True,True,2.0,,,,,
204,dsv2,ds13-4-v2,DS13-4 v2,8,memoryoptimized,56.0,standard,True,False,112.0,linux,True,True,True,True,4.0,,,,,
205,dsv2,ds13v2,DS13 v2,8,memoryoptimized,56.0,standard,True,False,112.0,linux,True,True,False,True,,,,,,
206,dsv2,ds14-4-v2,DS14-4 v2,16,memoryoptimized,112.0,standard,True,False,224.0,linux,True,True,True,True,4.0,,,,,
207,dsv2,ds14-8-v2,DS14-8 v2,16,memoryoptimized,112.0,standard,True,False,224.0,linux,True,True,True,True,8.0,,,,,
208,dsv2,ds14v2,DS14 v2,16,memoryoptimized,112.0,standard,True,False,224.0,linux,True,True,False,True,,,,,,
209,dsv2,ds15iv2,D15i v2,20,memoryoptimized,140.0,standard,True,False,280.0,linux,True,True,False,True,,,,,,
210,dsv2,ds15v2,DS15 v2,20,memoryoptimized,140.0,standard,True,False,280.0,linux,True,True,False,True,,,,,,
211,dsv2,ds1v2,DS1 v2,1,generalpurpose,3.5,standard,True,False,7.0,linux,True,True,False,True,,,,,,
212,dsv2,ds2v2,DS2 v2,2,generalpurpose,7.0,standard,True,False,14.0,linux,True,True,False,True,,,,,,
213,dsv2,ds3v2,DS3 v2,4,generalpurpose,14.0,standard,True,False,28.0,linux,True,True,False,True,,,,,,
214,dsv2,ds4v2,DS4 v2,8,generalpurpose,28.0,standard,True,False,56.0,linux,True,True,False,True,,,,,,
215,dsv2,ds5v2,DS5 v2,16,generalpurpose,56.0,standard,True,False,112.0,linux,True,True,False,True,,,,,,
216,edsv5,e104idsv5,E104ids v5,104,memoryoptimized,672.0,standard,True,False,3900.0,linux,True,True,False,True,,,,,,
217,edv5,e104idv5,E104id v5,104,memoryoptimized,672.0,standard,True,False,3900.0,linux,True,True,False,True,,,,,,
218,esv5,e104isv5,E104is v5,104,memoryoptimized,672.0,standard,True,False,,linux,True,True,False,True,,,,,,
219,ev5,e104iv5,E104i v5,104,memoryoptimized,672.0,standard,True,False,,linux,True,True,False,True,,,,,,
220,ebdsv5,e112bdsv5,E112ibds v5,112,memoryoptimized,672.0,standard,True,False,3800.0,linux,True,True,False,True,,,,,,
221,ebsv5,e112bsv5,E112ibs v5,112,memoryoptimized,672.0,standard,True,False,,linux,True,True,False,True,,,,,,
222,eadsv5,e16-4adsv5,E16-4ads v5,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,True,True,4.0,,,,,
223,easv4,e16-4as-v4,E16-4as v4,16,memoryoptimized,128.0,standard,True,False,256.0,linux,True,True,True,True,4.0,,,,,
224,easv5,e16-4asv5,E16-4as v5,16,memoryoptimized,128.0,standard,True,False,,linux,True,True,True,True,4.0,,,,,
225,edsv4,e16-4ds-v4,E16-4ds v4,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,True,True,4.0,,,,,
226,edsv5,e16-4dsv5,E16-4ds v5,16,memoryoptimized,128.0,standard,True,False,600.0,linux,True,True,True,True,4.0,,,,,
