,currencyCode,tierMinimumUnits,retailPrice,unitPrice,armRegionName,location,effectiveStartDate,meterId,instanceName,productId,skuId,availabilityId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,armSkuName,effectiveEndDate
3479,USD,0.0,0.166,0.166,southcentralus,US South Central,2018-09-01T00:00:00Z,e2ad6606-c2a7-4774-a940-131f3466121d,D11 v2/DS11 v2 - Expired,DZH318Z0BPSP,DZH318Z0BPSP/0055,,Virtual Machines Dv2 promo Series,D11 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D11_v2_Promo,
3480,USD,0.0,0.166,0.166,southcentralus,US South Central,2018-09-01T00:00:00Z,e2ad6606-c2a7-4774-a940-131f3466121d,DS11 v2 - Expired,DZH318Z0BPSQ,DZH318Z0BPSQ/007Z,,Virtual Machines DSv2 promo Series,DS11 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_DS11_v2_Promo,
3486,USD,0.0,4.291,4.291,southcentralus,US South Central,2022-04-01T00:00:00Z,e300f03e-80fe-5f56-be85-1529c6acbd09,E48bs v5,DZH318Z09LR5,DZH318Z09LR5/0026,,Virtual Machines Ebsv5 Series,Standard_E48bs_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E48bs_v5,
3488,USD,0.0,8.934,8.934,southcentralus,US South Central,2020-06-01T00:00:00Z,e30508fc-e2c7-527f-9c1f-dcb68b1d45ad,E64d v4,DZH318Z0D1LH,DZH318Z0D1LH/0060,,Virtual Machines Edv4 Series Windows,E64d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64d_v4,
3490,USD,0.0,5.724,5.724,southcentralus,US South Central,2017-02-01T00:00:00Z,e30c1c9a-5d8e-4990-a8f4-83643df9244f,NC24r,DZH318Z0BQP2,DZH318Z0BQP2/000B,,Virtual Machines NC Series Windows,NC24r,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC24r,
3493,USD,0.0,37.972,37.972,southcentralus,US South Central,2021-01-01T00:00:00Z,e347c653-d323-53e5-8e76-9f0927ab3542,M192ims_v2,DZH318Z0BX5L,DZH318Z0BX5L/0315,,Virtual Machines MSv2 Series,M192ims_v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M192ims_v2,
3495,USD,0.0,0.194,0.194,southcentralus,US South Central,2023-02-01T00:00:00Z,e37a95e2-f890-5334-8ebf-def091cfc0f8,D2ls v5,DZH318Z08M9K,DZH318Z08M9K/00HW,,Virtual Machines Dlsv5 Series Windows,D2ls v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2ls_v5,
3499,USD,0.0,11.674,11.674,southcentralus,US South Central,2020-08-01T00:00:00Z,e3b769f0-2c89-587b-888a-f4620e3b955a,E96as v4,DZH318Z0CM92,DZH318Z0CM92/00J0,,Virtual Machines Easv4 Series Windows,E96as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E96as_v4,
3500,USD,0.0,11.674,11.674,southcentralus,US South Central,2020-08-01T00:00:00Z,e3b769f0-2c89-587b-888a-f4620e3b955a,E96a v4/E96as v4,DZH318Z0CM95,DZH318Z0CM95/00J0,,Virtual Machines Eav4 Series Windows,E96a v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96a_v4,
3505,USD,0.0,0.88,0.88,southcentralus,US South Central,2014-05-01T00:00:00Z,e40a96fa-4939-4857-a296-7118e0ca74dc,A7,DZH318Z0BPRT,DZH318Z0BPRT/002S,,Virtual Machines A Series,A7,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_A7,
3506,USD,0.0,12.032,12.032,southcentralus,US South Central,2022-06-01T00:00:00Z,e40aa0c6-9d3c-5ae6-be12-503f708abe8c,L80s v3,DZH318Z08NRP,DZH318Z08NRP/002K,,Virtual Machines Lsv3 Series Windows,Standard_L80s_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_L80s_v3,
3507,USD,0.0,0.684,0.684,southcentralus,US South Central,2018-09-04T00:00:00Z,e41c6903-9807-4c00-bf37-010fb514c683,NV6s v2,DZH318Z0BXP1,DZH318Z0BXP1/000C,,Virtual Machines NVSv2 Series,NV6s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NV6s_v2,
3509,USD,0.0,1.306,1.306,southcentralus,US South Central,2022-09-01T00:00:00Z,e469e08d-1c75-5458-8271-21f2836e22b2,D32pls v5,DZH318Z092S2,DZH318Z092S2/004L,,Virtual Machines Dplsv5 Series,Standard_D32pls_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D32pls_v5,
3510,USD,0.0,8.582,8.582,southcentralus,US South Central,2022-09-01T00:00:00Z,e47f5dcc-f9ff-5607-a7b1-3107c44fe5b1,E96bs v5,DZH318Z09LR5,DZH318Z09LR5/000S,,Virtual Machines Ebsv5 Series,Standard_E96bs_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96bs_v5,
3512,USD,0.0,4.752,4.752,southcentralus,US South Central,2017-02-01T00:00:00Z,e4a85194-81e3-47fd-ada2-fe1467b57bfe,NC24r,DZH318Z0BQ4Z,DZH318Z0BQ4Z/0048,,Virtual Machines NC Series,NC24r,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC24r,
3513,USD,0.0,9.48,9.48,southcentralus,US South Central,2021-07-01T00:00:00Z,e4b0e645-812f-5257-8c33-452bd0d88f8e,HB120rs_v3,DZH318Z08KCH,DZH318Z08KCH/0013,,Virtual Machines HBrsv3 Series Windows,HB120rs_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_HB120rs_v3,
3514,USD,0.0,9.48,9.48,southcentralus,US South Central,2021-07-01T00:00:00Z,e4b0e645-812f-5257-8c33-452bd0d88f8e,HB120-96rs_v3,DZH318Z08KCH,DZH318Z08KCH/001S,,Virtual Machines HBrsv3 Series Windows,HB120-96rs_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_HB120-96rs_v3,
3515,USD,0.0,9.48,9.48,southcentralus,US South Central,2021-07-01T00:00:00Z,e4b0e645-812f-5257-8c33-452bd0d88f8e,HB120-64rs_v3,DZH318Z08KCH,DZH318Z08KCH/000H,,Virtual Machines HBrsv3 Series Windows,HB120-64rs_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_HB120-64rs_v3,
3516,USD,0.0,9.48,9.48,southcentralus,US South Central,2021-07-01T00:00:00Z,e4b0e645-812f-5257-8c33-452bd0d88f8e,HB120-32rs_v3,DZH318Z08KCH,DZH318Z08KCH/000G,,Virtual Machines HBrsv3 Series Windows,HB120-32rs_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_HB120-32rs_v3,
3517,USD,0.0,9.48,9.48,southcentralus,US South Central,2021-07-01T00:00:00Z,e4b0e645-812f-5257-8c33-452bd0d88f8e,HB120-16rs_v3,DZH318Z08KCH,DZH318Z08KCH/0009,,Virtual Machines HBrsv3 Series Windows,HB120-16rs_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_HB120-16rs_v3,
3520,USD,0.0,0.414,0.414,southcentralus,US South Central,2020-08-01T00:00:00Z,e4ffd0a6-78b1-55f6-af1c-64e7f1e00ed9,D4 v4,DZH318Z0D1MV,DZH318Z0D1MV/0077,,Virtual Machines Dv4 Series Windows,D4 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4_v4,
3523,USD,0.0,4.237,4.237,southcentralus,US South Central,2021-11-01T00:00:00Z,e52404f0-695a-588f-bfd0-fa2f4a745567,E32ds v5,DZH318Z096SL,DZH318Z096SL/043B,,Virtual Machines Edsv5 Series Windows,E32ds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32ds_v5,
3524,USD,0.0,4.237,4.237,southcentralus,US South Central,2021-11-01T00:00:00Z,e52404f0-695a-588f-bfd0-fa2f4a745567,E32-16ds v5,DZH318Z096SL,DZH318Z096SL/043G,,Virtual Machines Edsv5 Series Windows,E32-16ds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E32-16ds_v5,
3525,USD,0.0,4.237,4.237,southcentralus,US South Central,2021-11-01T00:00:00Z,e52404f0-695a-588f-bfd0-fa2f4a745567,E32-8ds v5,DZH318Z096SL,DZH318Z096SL/0441,,Virtual Machines Edsv5 Series Windows,E32-8ds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E32-8ds_v5,
3527,USD,0.0,0.314,0.314,southcentralus,US South Central,2021-11-01T00:00:00Z,e567d3ce-fde1-5966-98bb-c9d1d0f7caf0,E4-2ads v5,DZH318Z093X0,DZH318Z093X0/00BC,,Virtual Machines Eadsv5 Series,E4-2ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4-2ads_v5,
3528,USD,0.0,6.701,6.701,southcentralus,US South Central,2020-06-01T00:00:00Z,e56b0363-2299-5746-9d53-93aca16dce73,E48ds v4,DZH318Z0CSHB,DZH318Z0CSHB/00Z2,,Virtual Machines Edsv4 Series Windows,E48ds v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E48ds_v4,
3533,USD,0.0,0.629,0.629,southcentralus,US South Central,2021-11-01T00:00:00Z,e5952630-8551-5f8e-ad32-b77c906e8cb0,E8-2ads v5,DZH318Z093X0,DZH318Z093X0/00B3,,Virtual Machines Eadsv5 Series,E8-2ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8-2ads_v5,
3534,USD,0.0,14.836,14.836,southcentralus,US South Central,2022-01-01T00:00:00Z,e5998188-0893-52f7-96aa-4fd6496ae776,E112iads v5,DZH318Z093WX,DZH318Z093WX/02SC,,Virtual Machines Eadsv5 Series Windows,E112iads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E112iads_v5,
3536,USD,0.0,2.17,2.17,southcentralus,US South Central,2021-11-01T00:00:00Z,e5fe773b-9ca0-5f5d-b4b1-f0a8a0a32698,D32d v5,DZH318Z08MC2,DZH318Z08MC2/000S,,Virtual Machines Ddv5 Series,Standard_D32d_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D32d_v5,
3545,USD,0.0,1.843,1.843,southcentralus,US South Central,2022-06-01T00:00:00Z,e65c000c-ec6f-565e-a232-391e355c8a0c,DC16s_v3,DZH318Z08NR0,DZH318Z08NR0/00BH,,DCsv3 Series Linux,standard_DC16s_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC16s_v3,
3547,USD,0.0,0.431,0.431,southcentralus,US South Central,2021-11-01T00:00:00Z,e67925d4-d556-55ff-83be-9ed9abd07b4b,D4ads v5,DZH318Z08W2P,DZH318Z08W2P/0075,,Virtual Machines Dadsv5 Series Windows,Standard_D4ads_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4ads_v5,
3549,USD,0.0,2.276,2.276,southcentralus,US South Central,2021-11-01T00:00:00Z,e6fef6c5-cf39-56f5-aaf4-6d15e42bfb14,E20as v5,DZH318Z093XK,DZH318Z093XK/00CV,,Virtual Machines Easv5 Series Windows,E20as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E20as_v5,
3556,USD,0.0,0.968,0.968,southcentralus,US South Central,2022-09-01T00:00:00Z,e7a9893b-3d2b-5cc2-abaf-a3d3e8bfd305,E16ps v5,DZH318Z092S9,DZH318Z092S9/009K,,Virtual Machines Epsv5 Series,Standard_E16ps_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16ps_v5,
3557,USD,0.0,0.91,0.91,southcentralus,US South Central,2021-11-01T00:00:00Z,e7b72620-3455-5a9c-bb16-219de2d731d6,D8ds v5,DZH318Z08MC5,DZH318Z08MC5/008H,,Virtual Machines Ddsv5 Series Windows,Standard_D8ds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D8ds_v5,
3559,USD,0.0,8.721,8.721,southcentralus,US South Central,2021-01-01T00:00:00Z,e7cb4e64-0717-580f-8c65-bad8401f184b,M32ms_v2,DZH318Z0BX63,DZH318Z0BX63/02BN,,Virtual Machines MSv2 Series Windows,M32ms_v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M32ms_v2,
3560,USD,0.0,5.011,5.011,southcentralus,US South Central,2022-06-01T00:00:00Z,e80408b2-5466-5a35-9f47-ec0aef556f49,L48s v3,DZH318Z08NR7,DZH318Z08NR7/006K,,Virtual Machines Lsv3 Series,Standard_L48s_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_L48s_v3,
3563,USD,0.0,4.467,4.467,southcentralus,US South Central,2020-06-01T00:00:00Z,e82b8e51-fc7a-52e1-b7d6-ce632f788dcf,E32-8ds v4,DZH318Z0CSHB,DZH318Z0CSHB/00X8,,Virtual Machines Edsv4 Series Windows,E32-8ds v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32-8ds_v4,
3566,USD,0.0,0.749,0.749,southcentralus,US South Central,2020-06-01T00:00:00Z,e8431a09-ac86-51f4-a0f9-18e39a46a564,E8d v4,DZH318Z0D1L5,DZH318Z0D1L5/0091,,Virtual Machines Edv4 Series,E8d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8d_v4,
3568,USD,0.0,4.838,4.838,southcentralus,US South Central,2020-11-01T00:00:00Z,e8916e54-0c29-500e-bed7-7fae30d8fca4,E64-32as_v4,DZH318Z0CM2D,DZH318Z0CM2D/019D,,Virtual Machines Easv4 Series,E64-32as_v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64-32as_v4,
3573,USD,0.0,3.96,3.96,southcentralus,US South Central,2021-07-01T00:00:00Z,e900a9c5-dff3-5e39-8cc5-8c1f7f9d4cf1,HB120-32rs_v3,DZH318Z08KCJ,DZH318Z08KCJ/002S,,Virtual Machines HBrsv3 Series,HB120-32rs_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_HB120-32rs_v3,
3574,USD,0.0,3.96,3.96,southcentralus,US South Central,2021-07-01T00:00:00Z,e900a9c5-dff3-5e39-8cc5-8c1f7f9d4cf1,HB120-16rs_v3,DZH318Z08KCJ,DZH318Z08KCJ/000S,,Virtual Machines HBrsv3 Series,HB120-16rs_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_HB120-16rs_v3,
3575,USD,0.0,3.96,3.96,southcentralus,US South Central,2021-07-01T00:00:00Z,e900a9c5-dff3-5e39-8cc5-8c1f7f9d4cf1,HB120rs_v3,DZH318Z08KCJ,DZH318Z08KCJ/002R,,Virtual Machines HBrsv3 Series,HB120rs_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_HB120rs_v3,
3576,USD,0.0,3.96,3.96,southcentralus,US South Central,2021-07-01T00:00:00Z,e900a9c5-dff3-5e39-8cc5-8c1f7f9d4cf1,HB120-96rs_v3,DZH318Z08KCJ,DZH318Z08KCJ/003B,,Virtual Machines HBrsv3 Series,HB120-96rs_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_HB120-96rs_v3,
3577,USD,0.0,3.96,3.96,southcentralus,US South Central,2021-07-01T00:00:00Z,e900a9c5-dff3-5e39-8cc5-8c1f7f9d4cf1,HB120-64rs_v3,DZH318Z08KCJ,DZH318Z08KCJ/002J,,Virtual Machines HBrsv3 Series,HB120-64rs_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_HB120-64rs_v3,
3578,USD,0.0,1.67,1.67,southcentralus,US South Central,2022-06-01T00:00:00Z,e930a34c-59e0-5cb8-bb0c-54f2ccc76713,L16s v3,DZH318Z08NR7,DZH318Z08NR7/0076,,Virtual Machines Lsv3 Series,Standard_L16s_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_L16s_v3,
3580,USD,0.0,0.115,0.115,southcentralus,US South Central,2021-11-01T00:00:00Z,e936cdf1-03ac-502d-86ed-60c8e285952f,D2s v5,DZH318Z08M9W,DZH318Z08M9W/00D7,,Virtual Machines Dsv5 Series,Standard_D2s_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2s_v5,
3582,USD,0.0,0.23,0.23,southcentralus,US South Central,2022-01-01T00:00:00Z,e954b72f-9ad3-5eec-b30f-4d9426b8f35f,DC2s v2,DZH318Z0CF0K,DZH318Z0CF0K/001R,,Virtual Machines DCSv2 Series,DC2s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC2s_v2,
3583,USD,0.0,0.973,0.973,southcentralus,US South Central,2020-08-01T00:00:00Z,e974b237-b70e-5597-b364-6861752a0a04,E8s v4,DZH318Z0CSHC,DZH318Z0CSHC/00ZQ,,Virtual Machines Esv4 Series Windows,E8s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8s_v4,
3597,USD,0.0,8.353,8.353,southcentralus,US South Central,2022-01-01T00:00:00Z,ea74c978-6c77-5e1f-8718-8eaac6b09382,E112ias v5,DZH318Z093WZ,DZH318Z093WZ/043T,,Virtual Machines Easv5 Series,E112ias v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E112ias_v5,
3598,USD,0.0,0.989,0.989,southcentralus,US South Central,2021-11-01T00:00:00Z,ea834d15-f601-57f1-a6c0-ff1ca035f538,D16ads v5,DZH318Z08W2R,DZH318Z08W2R/006J,,Virtual Machines Dadsv5 Series,Standard_D16ads_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ads_v5,
3600,USD,0.0,0.542,0.542,southcentralus,US South Central,2022-04-01T00:00:00Z,ea8e51b0-4a0a-56a6-b14f-3b7bef7675da,E4bs v5,DZH318Z09LR4,DZH318Z09LR4/004N,,Virtual Machines Ebsv5 Series Windows,Standard_E4bs_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4bs_v5,
3603,USD,0.0,10.349,10.349,southcentralus,US South Central,2021-11-01T00:00:00Z,eab8ee57-2a24-5f94-9390-8d9e913e56c5,D96ads v5,DZH318Z08W2P,DZH318Z08W2P/0055,,Virtual Machines Dadsv5 Series Windows,Standard_D96ads_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D96ads_v5,
3612,USD,0.0,7.375,7.375,southcentralus,US South Central,2019-01-01T00:00:00Z,eb60f61d-b36b-41e0-b309-159d1a6b7414,M32-16ms,DZH318Z0BQ4W,DZH318Z0BQ4W/02CF,,Virtual Machines MS Series,M32-16ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_M32-16ms,
3613,USD,0.0,7.375,7.375,southcentralus,US South Central,2019-01-01T00:00:00Z,eb60f61d-b36b-41e0-b309-159d1a6b7414,M32ms,DZH318Z0BQ4W,DZH318Z0BQ4W/02CS,,Virtual Machines MS Series,M32ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M32ms,
3614,USD,0.0,7.375,7.375,southcentralus,US South Central,2019-01-01T00:00:00Z,eb60f61d-b36b-41e0-b309-159d1a6b7414,M32-8ms,DZH318Z0BQ4W,DZH318Z0BQ4W/02CH,,Virtual Machines MS Series,M32-8ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_M32-8ms,
3618,USD,0.0,5.4,5.4,southcentralus,US South Central,2017-02-01T00:00:00Z,eb81f807-54b5-415c-b040-3b6fd796dd46,NV24,DZH318Z0BPVX,DZH318Z0BPVX/0019,,Virtual Machines NV Series Windows,NV24,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NV24,
3619,USD,0.0,13.402,13.402,southcentralus,US South Central,2020-04-01T00:00:00Z,eb9802b8-275d-5dc9-afc0-ecd93fc8c2d2,L96s v2,DZH318Z0BP44,DZH318Z0BP44/004D,,Virtual Machines LSv2 Series Windows,L96s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_L96s_v2,
3621,USD,0.0,2.419,2.419,southcentralus,US South Central,2020-08-01T00:00:00Z,eba8e550-6271-507d-aa87-08833338170a,E32-16s v4,DZH318Z0CSHL,DZH318Z0CSHL/00X4,,Virtual Machines Esv4 Series,E32-16s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32-16s_v4,
3626,USD,0.0,0.322,0.322,southcentralus,US South Central,2022-01-01T00:00:00Z,ebcc3a82-c3e2-5461-9286-e0f94f315a6a,DC2s v2,DZH318Z0CCGS,DZH318Z0CCGS/0016,,Virtual Machines DCSv2 Series Windows,DC2s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC2s_v2,
3629,USD,0.0,5.03,5.03,southcentralus,US South Central,2021-11-01T00:00:00Z,ec29bb7d-2694-5c6e-b06d-5b441e311cbc,E64-32ads v5,DZH318Z093X0,DZH318Z093X0/0097,,Virtual Machines Eadsv5 Series,E64-32ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64-32ads_v5,
3633,USD,0.0,0.11,0.11,southcentralus,US South Central,2017-07-21T00:00:00Z,ec8c7b49-9790-4261-b46f-293dabb53fd9,D2s v3,DZH318Z0BQ50,DZH318Z0BQ50/00WT,,Virtual Machines DSv3 Series,D2s v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_D2s_v3,
3634,USD,0.0,0.11,0.11,southcentralus,US South Central,2017-07-21T00:00:00Z,ec8c7b49-9790-4261-b46f-293dabb53fd9,D2 v3/D2s v3,DZH318Z0BQ4K,DZH318Z0BQ4K/00RN,,Virtual Machines Dv3 Series,D2 v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2_v3,
3636,USD,0.0,2.166,2.166,southcentralus,US South Central,2022-04-01T00:00:00Z,ecd27769-f5f5-5d98-8417-a9556d28063f,E16bs v5,DZH318Z09LR4,DZH318Z09LR4/003G,,Virtual Machines Ebsv5 Series Windows,Standard_E16bs_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16bs_v5,
3637,USD,0.0,0.173,0.173,southcentralus,US South Central,2021-11-01T00:00:00Z,ecd6dd42-410a-5cd5-be6d-e1a861613b2b,E2ds v5,DZH318Z096SN,DZH318Z096SN/00HH,,Virtual Machines Edsv5 Series,E2ds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E2ds_v5,
3638,USD,0.0,3.218,3.218,southcentralus,US South Central,2016-06-08T00:00:00Z,ece75ef1-5152-4df5-90c7-1b0b574c560a,H16,DZH318Z0BPW8,DZH318Z0BPW8/004K,,Virtual Machines H Series Windows,H16,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_H16,
3639,USD,0.0,15.352,15.352,southcentralus,US South Central,2021-01-01T00:00:00Z,ecf88630-bc24-5b50-9d73-2f86450ebd10,M64dms_v2,DZH318Z08LV0,DZH318Z08LV0/001C,,Virtual Machines MdSv2 Series Windows,M64dms_v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M64dms_v2,
3644,USD,0.0,0.6,0.6,southcentralus,US South Central,2016-11-01T00:00:00Z,ed6c0830-1096-4bd8-967d-bdb50148e9bd,A8 v2,DZH318Z0BPW1,DZH318Z0BPW1/000J,,Virtual Machines Av2 Series Windows,A8 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_A8_v2,
3646,USD,0.0,1.203,1.203,southcentralus,US South Central,2022-06-01T00:00:00Z,ed7aa29a-65fb-5a77-946c-5a42f45fbd09,L8s v3,DZH318Z08NRP,DZH318Z08NRP/0059,,Virtual Machines Lsv3 Series Windows,Standard_L8s_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_L8s_v3,
3655,USD,0.0,11.014,11.014,southcentralus,US South Central,2022-09-01T00:00:00Z,edb3efb8-97e2-5d36-a8da-c43e0729f01e,E112ibs v5,DZH318Z09LR5,DZH318Z09LR5/00Z7,,Virtual Machines Ebsv5 Series,Standard_E112ibs_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E112ibs_v5,
3659,USD,0.0,1.43,1.43,southcentralus,US South Central,2022-04-01T00:00:00Z,ee095b40-15c8-5f59-a974-dca8203c3e19,E16bs v5,DZH318Z09LR5,DZH318Z09LR5/002Z,,Virtual Machines Ebsv5 Series,Standard_E16bs_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16bs_v5,
3660,USD,0.0,1.843,1.843,southcentralus,US South Central,2020-08-01T00:00:00Z,ee177510-600f-5671-8648-ef5d4ef20eaf,D32s v4,DZH318Z0CSHJ,DZH318Z0CSHJ/00BJ,,Virtual Machines Dsv4 Series,D32s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D32s_v4,
3662,USD,0.0,8.847,8.847,southcentralus,US South Central,2019-01-01T00:00:00Z,ee257008-912d-4375-80cf-e092b7e01fd5,M32-8ms,DZH318Z0BPW5,DZH318Z0BPW5/01VT,,Virtual Machines MS Series Windows,M32-8ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_M32-8ms,
3663,USD,0.0,8.847,8.847,southcentralus,US South Central,2019-01-01T00:00:00Z,ee257008-912d-4375-80cf-e092b7e01fd5,M32-16ms,DZH318Z0BPW5,DZH318Z0BPW5/022W,,Virtual Machines MS Series Windows,M32-16ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_M32-16ms,
3664,USD,0.0,8.847,8.847,southcentralus,US South Central,2019-01-01T00:00:00Z,ee257008-912d-4375-80cf-e092b7e01fd5,M32ms,DZH318Z0BPW5,DZH318Z0BPW5/00KV,,Virtual Machines MS Series Windows,M32ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M32ms,
3665,USD,0.0,0.0922,0.0922,southcentralus,US South Central,2022-09-01T00:00:00Z,ee2d432d-d0c8-5f7a-8c07-3be36780dfaf,D2plds v5,DZH318Z092QL,DZH318Z092QL/00KF,,Virtual Machines Dpldsv5 Series,Standard_D2plds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2plds_v5,
3669,USD,0.0,1.688,1.688,southcentralus,US South Central,2022-06-01T00:00:00Z,ee75022f-6304-58f7-88e0-f4b76c239fa3,NC8ads_A10_v4,DZH318Z0BCGX,DZH318Z0BCGX/001X,,Virtual Machines NCadsA10v4 Series Windows,Standard_NC8ads_A10_v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC8ads_A10_v4,
